cast_member_list,vote_average,movie_count
Germán Alcarazu,7.6,1
Gerrit Graham,5.8,1
Gerry Becker,6.9,1
Gerry Bednob,6.1,1
Gert Fröbe,7.2,1
Ghassan Massoud,4.3,1
Gia Mantegna,4.6,1
Gian Maria Volonté,7.6,1
Giancarlo Esposito,6.05,8
Giancarlo Giannini,5.85,2
Gianni Capaldi,4.2,1
Gideon Emery,4.8,1
Gil Bellows,5.733333333333333,3
Gilbert R. Hill,5.5,1
Gilbert Roland,5.1,1
Gilles Lellouche,7.1,1
Gillian Anderson,6.185714285714285,7
Gillian Jacobs,6.5,1
Gina Bellman,5.0,1
Gina Carano,6.2,3
Gina Gershon,6.333333333333333,6
Gina Holden,5.2,1
Gina Lollobrigida,5.9,2
Gina McKee,6.833333333333333,3
Gina Montana,6.8,1
Gina Philips,6.1,1
Gina Rodriguez,4.6,1
Gina Torres,6.2,2
Ginette Reno,5.6,1
Ginger Rogers,7.4,1
Ginnifer Goodwin,6.45,4
Ginny Weirick,5.2,1
Ginuwine,4.2,1
Ginés García Millán,5.8,1
Gio Perez,5.5,1
Giovanni Capalbo,3.6,1
Giovanni Ribisi,5.991666666666667,12
Gisèle Aouad,6.8,1
Gitte Witt,4.1,1
Giuseppe Andrews,6.7,1
Gladys Cooper,7.0,2
Gladys Knight,6.0,1
Glen Hansard,7.3,1
Glen Murphy,3.6,1
Glen Powell,7.5,1
Glen Wallace,0.0,1
Glen-Paul Waru,6.5,1
Glenda Pannell,6.9,1
Glenn Anders,7.2,1
Glenn Close,5.972727272727273,11
Glenn Ford,7.3,1
Glenn Howerton,6.35,2
Glenn Hughes,4.9,1
Glenn Morshower,5.0,1
Glenn Plummer,5.35,4
Glenne Headly,5.75,8
Gloria Foster,7.45,2
Gloria Grahame,6.6,1
Gloria Reuben,5.5,1
Gloria Votsis,4.8,1
Glynis Barber,8.0,1
Glynis Johns,7.4,1
Glynn Turman,3.9,1
Go Soo-hee,7.4,1
Godfrey,3.7,1
Godfrey Cambridge,6.7,1
Goldie Hawn,5.5,6
Goldy Notay,4.3,1
Gong Hyung-jin,7.4,1
Gong Li,6.616666666666667,6
Gonzalo Menendez,6.3,1
Goran Kostić,5.8,1
Goran Visnjic,6.2375,8
Gordon Brown,5.6,1
Gordon Currie,5.5,1
Gordon Lam Ka-Tung,5.85,2
Gordon Liu Chia-Hui,7.6,1
Gordon Pinsent,6.633333333333333,3
Gordon Warnecke,6.6,1
Gore Vidal,7.5,1
Gowan Didi,4.1,1
Goya Toledo,7.6,1
Grace Dunham,5.6,1
Grace Gummer,6.4,1
Grace Jones,5.733333333333333,3
Grace Kelly,7.6,1
Grace Thorsen,5.9,1
Graham Chapman,7.8,1
Graham Greene,5.3,5
Graham McTavish,7.333333333333333,3
Gralen Bryant Banks,5.8,1
Grant Boyd,0.0,1
Grant Heslov,5.0,1
Grant Piro,4.9,1
Grant Roa,7.1,1
Graziella Galvani,7.6,1
Greer Garson,5.8,1
Greg Eagles,3.0,1
Greg Germann,5.95,2
Greg Kinnear,6.138888888888889,18
Greg Siff,3.0,1
Greg Speirs,6.9,1
Gregg Henry,6.057142857142857,7
Gregory Hines,6.25,2
Gregory Itzin,5.8,1
Gregory Jones,6.2,1
Gregory Marcel,6.4,1
Gregory Peck,6.85,8
Gregory Russell Cook,5.6,1
Gregory Smith,5.866666666666667,3
Gregory Sporleder,6.3,1
Greta Gerwig,6.14,5
Greta Scacchi,5.2,1
Gretchen Mol,6.55,4
Griff Furst,4.1,1
Griffin Dunne,5.15,2
Grégori Derangère,5.7,1
Gugu Mbatha-Raw,6.866666666666667,3
Guilied Lopez,6.9,1
Guillaume Baché,5.8,1
Guillaume Canet,6.75,2
Guillaume Denaiffe,5.9,1
Guillaume de Tonquédec,5.8,1
Guillermo Díaz,6.4,1
Guillermo Estrella,7.0,1
Guillermo Francella,7.8,1
Guo Tao,6.9,2
Gurkan Uygun,4.3,1
Gus Van Sant,4.1,1
Gustaf Hammarsten,5.4,1
Gustav Fröhlich,8.0,1
Gustine Fudickar,6.4,1
Guy Boyd,6.4,1
Guy Kibbee,7.0,2
Guy Pearce,6.7375,16
Guy Torry,5.033333333333333,3
Gwyneth Paltrow,6.3149999999999995,20
Gyton Grantley,6.35,2
Gyurme Tethong,6.8,1
Génesis Rodríguez,5.3,2
Géraldine Pailhas,6.2,1
Gérard Depardieu,5.325,8
Gérard Jugnot,7.5,1
Ha Ji-won,6.5,1
Hadley Belle Miller,6.5,1
Hailee Steinfeld,6.779999999999999,5
Hairi Katagiri,5.4,1
Hakeem Kae-Kazim,5.8,1
Hal Holbrook,6.659999999999999,5
Hal Landon Jr.,6.7,1
Hal Linden,5.2,1
Hal Scardino,5.9,1
Hal Williams,5.5,1
Hale Appleman,5.2,1
Haley Bennett,5.8,4
Haley Hudson,6.0,1
Haley Joel Osment,6.1,8
Haley Webb,5.4,1
Halina Reijn,7.2,1
Halle Berry,6.094117647058823,17
Hallee Hirsh,4.4,1
Hallie Todd,5.7,1
Hallock Beals,6.9,1
Halston Sage,6.1,1
Haluk Bilginer,6.5,1
Hamilton Dlamini,6.0,1
Hamish Linklater,5.6,1
Hana Laslo,6.4,1
Hanaa Bouchaib,7.0,1
Hank Azaria,6.176923076923076,13
Hanna Verboom,4.7,1
Hannah Endicott-Douglas,6.0,1
Hannah Spearritt,5.050000000000001,2
Hannah Taylor-Gordon,6.0,1
Hanno Pöschl,7.7,1
Hanns Zischler,6.75,2
Hans Matheson,5.699999999999999,2
Hans Morten Hansen,6.7,1
Hansika Motwani,6.7,1
Hansjörg Felmy,6.4,1
Hardy Krüger,7.7,1
Hari Rhodes,6.1,1
Harish Patel,6.2,1
Harland Williams,5.26,5
Harley Jane Kozak,6.2,1
Harley Quinn Smith,4.7,1
Harold Gould,5.466666666666666,3
Harold House Moore,6.5,1
Harold Perrineau,6.483333333333333,6
Harold Ramis,6.35,2
Harper Roisman,5.5,1
Harriet Andersson,7.8,1
Harriet Owen,6.1,1
Harris Yulin,6.2,3
Harrison Ford,6.642857142857143,28
Harrison Gilbertson,7.3,1
Harry Andrews,6.9,1
Harry Belafonte,6.1,1
"Harry Carey, Jr.",7.1,1
Harry Connick Jr.,6.471428571428571,7
Harry Dean Stanton,6.716666666666666,6
Harry Eden,6.7,1
Harry Lennix,4.233333333333333,3
Harry Lloyd,6.300000000000001,2
Harry Musselwhite,7.0,1
Harry Ratchford,7.1,1
Harry Secombe,7.0,1
Harry Shearer,5.9,1
Harry Simpson,6.0,1
Harry Stockwell,6.9,1
Harry Styles,8.0,1
Harry Treadaway,6.550000000000001,2
Hart Bochner,5.15,2
Haruma Miura,6.5,1
Harve Presnell,6.2,1
Harvey Fierstein,7.0,1
Harvey Keitel,6.5307692307692315,13
Harvey Korman,6.733333333333333,3
Harvey Pekar,7.1,1
Harvey Scrimshaw,6.3,1
Harvey Stephens,7.2,1
Hassan Johnson,0.0,1
Hatha Yogi Baba,4.2,1
Hayden Christensen,5.972727272727273,11
Hayden Panettiere,5.836363636363637,11
Hayley Atwell,5.733333333333333,3
Hayley Orrantia,5.7,1
Hazel Spears ,4.9,1
Hazuki Kato,5.5,1
Heath Ledger,6.609090909090909,11
Heather Donahue,6.3,1
Heather Dorff,6.0,1
Heather Graham,5.855555555555556,9
Heather Kafka,6.5,1
Heather Langenkamp,6.7,3
Heather Litteer,4.6,1
Heather Locklear,5.9799999999999995,5
Heather Magee,4.9,1
Heather Matarazzo,6.26,5
Heather McComb,5.9,1
Heather Mitchell,6.1,1
Heather O'Rourke,5.75,2
Heather Robb,6.0,1
Hector Kotsifakis,8.1,1
Hedy Lamarr,6.5,1
Heidi Hayes,6.9,1
Heidi Kling,6.4,1
Heidi Marnhout,6.7,1
Heidi Schanz,4.2,1
Heike Makatsch,6.033333333333334,3
Heino Ferch,5.0,1
Helen Broderick,7.4,1
Helen Buday,5.9,1
Helen FitzGerald,5.6,1
Helen Hayes,6.2,1
Helen Hunt,6.6,10
Helen Martin,5.7,1
Helen McCrory,6.8,1
Helen Mirren,6.493333333333334,15
Helen Reddy,6.2,1
Helen Shaver,6.7,1
Helen Sjöholm,6.9,1
Helen Slater,4.4,1
Helena Bonham Carter,6.79375,16
Helena Mattsson,4.1,1
Helgi Björnsson,6.9,1
Helmut Bakaitis,6.7,1
Hema Malini,7.4,1
Henning Moritzen,7.7,1
Henri Garcin,7.0,1
Henrik Malberg,7.8,1
Henry Bergman,8.1,1
Henry Cavill,5.96,5
Henry Czerny,6.65,4
Henry Fonda,7.5,3
Henry Goodman,6.050000000000001,2
Henry Ian Cusick,8.2,1
Henry Jones,7.4,1
Henry Rollins,6.65,2
Henry Silva,5.35,2
Henry Simmons,6.05,2
Henry Stephenson,6.8,1
Henry Thomas,6.257142857142857,7
Henry Travers,8.0,1
Henry Winkler,5.966666666666666,3
Heo Jun-ho,6.6,1
Herbert Grönemeyer,7.9,1
Herbert Knaup,7.2,1
Herbert Lom,6.800000000000001,2
Herbert Marshall,6.2,1
Herman Koto,7.5,1
Herman Osorio,6.6,1
Hermione Baddeley,7.4,1
Hervé Villechaize,6.3,1
Hiam Abbass,6.4,1
Hideo Nakaizumi,7.6,1
Hilarie Burton,7.4,1
Hilary Duff,5.275,8
Hilary Swank,6.58,10
Hill Harper,5.925,4
Hillary Clinton,7.3,1
Hillel Friedman,5.9,1
Hillel Halkin,7.0,1
Him Law,6.0,1
Himesh Reshammiya,4.7,1
Hiroki Doi,7.5,1
Hiroki Hasegawa,6.5,1
Hiroshi Abe,5.9,1
Hiroshi Ohtake,7.8,1
Hiroyuki Ikeuchi,6.3,1
Hiroyuki Sanada,6.3,4
Hisashi Igawa,7.5,1
Hobart Bosworth,7.0,1
Holland Taylor,6.0,1
Holliday Grainger,6.3,1
Holliston Coleman,4.9,1
Holly Deveaux,2.6,1
Holly Holm,3.9,1
Holly Hunter,6.5,10
Holly Marie Combs,6.7,1
Holly Robinson Peete,5.1,1
Holly Valance,6.1,2
Holt McCallany,5.1,1
Hong Chen,5.0,1
Honor Blackman,7.2,1
Honorato Magaloni,5.4,1
Hope Davis,6.5,11
Hope Lange,7.3,1
Horatio Sanz,4.800000000000001,2
Howard Da Silva,7.0,3
Howard Keel,7.1,2
Hoyt Axton,6.5,3
Hrant Alianak,6.6,1
Hristos Passalis,6.9,1
Hrithik Roshan,5.866666666666667,3
Hu Jun,6.5,3
Huang Bo,7.15,2
Huang Sheng-Yi,7.2,1
Hubert Scales,4.6,1
Hubertus Bengsch,7.9,1
Hudson Meek,5.4,1
Hugh Bonneville,6.2,1
Hugh Dancy,6.083333333333333,6
Hugh Grant,6.335294117647059,17
Hugh Griffith,6.1,1
Hugh Jackman,6.4739130434782615,23
Hugh Keays-Byrne,6.9,2
Hugh Laurie,5.9,9
Hugh Walsh,7.3,1
Hugo Stiglitz,7.5,1
Hugo Weaving,6.5,9
Hugolin Chevrette-Landesque,6.5,1
Hui Lou Chen,6.1,1
Hume Cronyn,6.6,1
Humphrey Bogart,7.4,2
Hunter Canning,6.4,1
Hunter Carson,5.5,1
Hunter McCracken,6.5,1
Huntley Ritter,5.8,1
Hwang Jung-min,7.2,1
Héctor Elizondo,6.042857142857143,7
Héctor Jiménez,5.6,1
Hélène Zimmer,4.1,1
Iaia Forte,7.3,1
Iain Belcher,4.2,1
Iain Glen,6.025,4
Iain Rea,7.3,1
Ian Abercrombie,6.199999999999999,2
Ian Aspinall,6.5,1
Ian Bannen,7.4,1
Ian Charleson,6.8,1
Ian Gomez,5.5,1
Ian Hart,6.766666666666667,3
Ian Holm,6.9,10
Ian McDiarmid,6.6000000000000005,3
Ian McKellen,6.95,14
Ian McNeice,6.2,3
Ian McShane,6.166666666666667,9
Ian Michael Smith,6.5,1
Ian Nelson,4.1,1
Ian Ogilvy,6.3,1
Ian Petrella,7.4,1
Ian Renwick,7.1,1
Ian Richardson,6.6,1
Ian Somerhalder,5.65,2
Ian Tracey,6.8,1
Ian Ziering,3.8,1
Iazua Larios,7.3,1
Iben Hjejle,5.975,4
Ibrahim Renno Jr.,4.4,1
Ibrahim Sinik,7.5,1
Ice Cube,5.957894736842105,19
Ice-T,5.5,1
Ida Martin,4.8,1
Idina Menzel,7.3,1
Ido Mosseri,4.4,1
Idris Elba,6.13,10
Iggy Pop,5.15,2
Igor Zaripov,6.1,1
Ike Barinholtz,6.2,1
Iko Uwais,7.3,1
Illeana Douglas,5.75,4
Ilse Steppat,6.5,1
Im Won-hee,6.6,1
Iman Crosson,7.7,1
Imelda Staunton,6.714285714285714,7
Imogen Poots,6.4,5
Imogene Coca,7.1,1
Ina Balin,6.5,1
India Eisley,6.1,1
India Ennenga,4.6,1
Indira Varma,6.1,2
Inge Beckmann,6.7,1
Ingeborg Elzevier,7.0,1
Ingela Olsson,6.9,1
Inger Stevens,6.7,1
Ingrid Bergman,7.6,2
Ingrid Bolsø Berdal,4.9,1
Ingrid Oliu,5.8,1
Ingrid Thulin,7.8,1
Ingvar Eggert Sigurðsson,6.9,1
Ioan Gruffudd,5.583333333333333,6
Ion Overman,6.4,1
Ione Skye,6.7,1
Ionut Grama,4.6,1
Iqbal Theba,5.4,1
Irene Bedard,4.775,4
Irene Dunne,6.0,1
Irene Grazioli,7.3,1
Irene Papas,6.45,2
Iris Almeida,7.0,1
Iris Bahr,4.449999999999999,2
Iris Graham,5.5,1
Irma Maury,0.0,1
Irma P. Hall,5.533333333333334,3
Irrfan Khan,6.328571428571428,7
Irène Jacob,4.5,1
Isaac Hayes,7.0,2
Isaac Hempstead-Wright,6.449999999999999,2
Isaach De Bankolé,6.9,1
Isabel Gillies,7.0,1
Isabel Lucas,5.85,2
Isabella Rossellini,6.840000000000001,5
Isabelle Adjani,5.3999999999999995,3
Isabelle Fuhrman,6.15,2
Isabelle Huppert,6.62,5
Isabelle Nélisse,6.0,1
Isabelle Sadoyan,6.0,1
Isaiah Washington,5.942857142857143,7
Isild Le Besco,5.4,2
Isla Fisher,6.55,6
István Bálint,6.0,1
István Lénárt,5.9,1
Itzhak Perlman,7.0,1
Iulia Ciochina,0.0,1
Ivan Barnev,7.0,1
Ivan Dixon,7.0,1
Ivan L. Moody,3.8,1
Ivan Okhlobystin,5.1,1
Ivana Baquero,7.6,1
Ivana Miličević,4.65,2
Ivey Bronwen,3.5,1
Ivor Francis,4.0,1
Izabela Vidovic,6.4,1
Izabella Miko,5.35,2
Izabella Scorupco,5.8,4
Izzy Diaz,6.2,1
Iñaki Aierra,5.4,1
J-Boog,4.8,1
J. Carrol Naish,7.3,1
J. Evan Bonifant,4.5,1
J. Smith-Cameron,5.4,2
J. T. Walsh,6.7,3
J. Trevor Edmond,5.9,1
J.B. Smoove,5.7,3
J.D. Evermore,5.2,1
J.D. Hinton,3.3,1
J.D. Williams,0.0,1
J.J. Johnson,6.9,1
J.K. Simmons,6.1499999999999995,12
J.P. Davis,5.3,1
J.R. Villarreal,6.7,1
Ja Rule,4.6,2
Jaason Simmons,3.8,1
Jace Casey,7.0,2
Jaci Velasquez,6.3,1
Jacinda Barrett,6.025,4
Jack Albertson,7.4,1
Jack Black,6.118181818181818,22
Jack Bright,6.6,1
Jack Carpenter,5.1,1
Jack Carson,7.6,1
Jack Conley,6.2,1
Jack Creley,7.1,1
Jack Davenport,6.85,2
Jack Gilford,6.4,2
Jack Ging,7.4,1
Jack Gordon,5.7,1
Jack Guzman,6.1,1
Jack Haley,6.1,2
Jack Hallett,5.7,1
Jack Hawkins,6.975,4
Jack Huston,6.033333333333334,3
Jack Kehler,6.25,2
Jack Kilmer,6.4,1
Jack Kruschen,8.1,1
Jack La Rue,6.2,1
Jack Lemmon,7.359999999999999,5
Jack Lord,6.9,1
Jack MacDonald,6.5,1
Jack McBrayer,7.1,1
Jack McElhone,7.0,1
Jack McGee,6.0,1
Jack Murdock,7.6,1
Jack Nance,7.5,1
Jack Nicholson,6.711764705882352,17
Jack Noseworthy,6.6,1
Jack O'Connell,6.833333333333333,3
Jack O'Halloran,6.2,1
Jack Palance,6.1,1
Jack Plotnick,5.7,1
Jack Reynor,6.0,2
Jack Ryan,4.8,1
Jack Scalia,6.2,1
Jack Scanlon,7.7,1
Jack Starrett,7.2,1
Jack Taylor,6.0,1
Jack Thibeau,7.2,1
Jack Thompson,5.833333333333333,3
Jack Warden,5.75,4
Jack Weston,4.2,1
Jacki Weaver,6.7,2
Jackie Burroughs,6.0,2
Jackie Chan,6.031578947368421,19
Jackie Cooper,5.3,3
Jackie Earle Haley,5.728571428571429,7
Jackie Gleason,7.6,1
Jackie Long,6.0,1
Jackie Sawiris,3.55,2
Jackson Bond,5.7,1
Jackson Nicoll,5.75,2
Jackson Rathbone,4.7,1
Jackson Walker,5.6,1
Jaclyn Carlson,5.0,1
Jacob Davich,4.6,1
Jacob Latimore,5.8,1
Jacob Lofland,6.8,2
Jacob Pitts,6.5,1
Jacob Tremblay,8.1,1
Jacob Vargas,5.975,4
Jacob Wysocki,5.5,1
Jacob Zachar,4.5,1
Jacobo Morales,6.7,1
Jacqueline Bisset,5.666666666666667,3
Jacqueline Heinze,5.0,1
Jacqueline Kim,6.050000000000001,2
Jacqueline MacInnes Wood,5.9,1
Jacqueline McKenzie,6.1,1
Jacqueline Obradors,5.699999999999999,2
Jacques Boudet,7.3,1
Jacques Gamblin,7.3,1
Jacques Herlin,6.5,1
Jacques Perrin,7.15,2
Jada Pinkett Smith,6.433333333333334,12
Jade Gordon,5.5,1
Jade Viggiano,6.6,1
Jade Wu,7.0,1
Jaden Smith,5.675,4
Jae Head,6.7,2
Jaeden Lieberher,6.65,2
Jai Courtney,5.7,4
Jaime Camil,6.1,1
Jaime King,5.525,4
Jaime Pressly,4.720000000000001,5
Jaime Tirelli,6.7,1
Jaime Winstone,4.5,1
Jaime de Hoyos,6.6,1
Jaimie Alexander,5.7,1
Jaimz Woolvett,7.7,1
Jake Abel,5.966666666666666,3
Jake Busey,5.32,5
Jake Cherry,5.6,2
Jake Gyllenhaal,6.590476190476191,21
Jake Hoffman,4.8,1
Jake Johnson,6.3999999999999995,3
Jake La Botz,4.9,1
Jake Lacy,6.7,1
Jake Lloyd,5.7,3
Jake McDorman,5.8,1
Jake Roberts,7.8,1
Jake Sandvig,5.9,1
Jake T. Austin,5.933333333333334,3
Jake Thomas,6.25,2
Jake Weary,6.6,1
Jake Weber,5.55,2
Jakob Salvati,7.0,1
Jamel Debbouze,6.55,2
James Adomian,4.9,1
James Anderson,8.0,1
James Anthony Pearson,7.5,1
James Arnold Taylor,8.0,1
James Badge Dale,6.7,5
James Bentley,7.4,1
James Bierman,6.3,1
James Blackwell,6.6,1
James Bolam,6.6,1
James Brolin,5.566666666666666,6
James Brown,7.5,1
James Bulliard,4.1,1
James Caan,6.076923076923077,13
James Chalke,4.4,1
James Coburn,6.085714285714286,7
James Corden,6.125,4
James Cosmo,5.949999999999999,2
James Costa,6.7,1
James Cromwell,6.7,12
James D'Arcy,5.825,4
James DeBello,6.050000000000001,2
James Deen,4.1,1
James Denton,6.0,1
James Devoti,6.3,1
James Donald,7.75,2
James Doohan,6.485714285714286,7
James Duval,6.3,1
James Earl Jones,6.5,6
James Ezrin,0.0,1
James Faulkner,6.6,1
James Fleet,6.6,1
James Fox,6.483333333333333,6
James Frain,5.699999999999999,2
James Francis Kelly III,6.5,1
James Franciscus,6.2,1
James Franco,6.290909090909091,22
James Frecheville,6.1,1
James Gammon,3.633333333333333,3
James Gandolfini,6.054545454545454,11
James Garner,6.742857142857143,7
James Gaudioso,3.0,1
James Gilbert,5.5,1
James Gleason,6.0,1
James Gunn,5.5,1
James Hall,6.1,1
James Hetfield,6.7,1
James Hong,6.25,4
James Karen,6.833333333333333,3
James Keach,5.6,2
James Lafferty,5.1,2
James Lance,6.9,1
James Larkin,7.4,1
James Le Gros,5.833333333333333,3
James Lorinz,6.0,1
James Madio,6.8,1
James Marsden,5.7176470588235295,17
James Mason,7.025,4
James McAvoy,6.676923076923076,13
James McCaffrey,6.3,1
James Morrison,5.7,1
James Murtaugh,0.0,1
James Naughton,4.15,2
James Nesbitt,4.566666666666666,3
James Newman,5.1,1
James Oliver,0.0,1
James Olson,6.7,2
James Patrick Stuart,4.6,1
James Pickens Jr.,6.1,1
James Purefoy,5.5,4
James Ransone,5.25,4
James Rebhorn,6.45,2
James Remar,5.4363636363636365,11
James Robertson Justice,6.9,1
James Roday,6.1,1
James Russell,5.8,1
James Russo,7.25,2
James Spader,5.8875,8
James Stewart,7.625,4
James T. Callahan,5.9,1
James Thomas,5.2,1
James Thornton,4.5,1
James Tolkan,7.4,1
James Tupper,5.8,1
James Urbaniak,5.949999999999999,2
James Van Der Beek,5.8999999999999995,3
James Whitmore,5.8,1
James Wilby,7.1,1
James Wilson,7.2,1
James Wolk,5.4,1
James Woods,6.7749999999999995,12
Jameson Thomas,7.7,1
Jami Gertz,5.65,2
Jamie Bell,6.2125,8
Jamie Blackley,7.3,1
Jamie Campbell Bower,6.433333333333334,3
Jamie Chung,5.566666666666666,6
Jamie Dornan,5.2,1
Jamie Draven,7.4,1
Jamie Foreman,6.7,1
Jamie Foxx,6.4263157894736835,19
Jamie Kennedy,4.316666666666666,6
Jamie Lee Curtis,6.054545454545454,11
Jamie Renée Smith,5.7,1
Jamil Walker Smith,5.6,1
Jamyang Jamtsho Wangchuk,7.0,1
Jan Broberg,6.0,1
Jan Cornet,5.0,1
Jan Decleir,7.7,1
Jan Gerl Korenc,6.0,1
Jan Rubes,7.0,1
Jan Tříska,4.4,1
Jan-Michael Vincent,5.0,1
Jana Kaderabkova,5.7,1
Jane Adams,6.5,2
Jane Alexander,5.8,1
Jane Fonda,5.8,4
Jane Galloway Heitz,7.7,1
Jane Goodall,0.0,1
Jane Horrocks,6.55,2
Jane Krakowski,5.04,5
Jane Levy,6.166666666666667,3
Jane Lynch,5.8428571428571425,7
Jane Randolph,7.0,1
Jane Seymour,6.833333333333333,3
Jane Wyman,7.4,1
Janeane Garofalo,6.199999999999999,2
Janelle Sing,5.8,1
Janet Jackson,6.16,5
Janet Leigh,6.933333333333334,3
Janet McTeer,6.575,4
Janette Armand,4.7,1
Janette Scott,6.2,1
Jang Dong-gun,6.233333333333333,3
Janine Turner,6.1,1
January Jones,6.466666666666666,3
Jaran 'See Tao' Petcharoen,6.9,1
Jareb Dauplaise,3.5,1
Jared Degado,6.0,1
Jared Gilman,7.6,1
Jared Harris,6.666666666666667,3
Jared Leto,6.754545454545454,11
Jared Padalecki,5.55,2
Jared Rushton,6.9,1
Jarlath Conroy,6.9,1
Jarvis Cocker,7.0,1
Jascha Washington,5.6,1
Jasmine Guy,6.449999999999999,2
Jasmine Jessica Anthony,6.5,1
Jasmine Trinca,5.5,1
Jason Alexander,6.075,4
Jason Barry,6.6,1
Jason Bateman,6.089473684210526,19
Jason Beghe,5.7,2
Jason Behr,4.9,2
Jason Berrent,6.1,1
Jason Biggs,5.591666666666666,12
Jason Bonham,6.0,1
Jason Burkey,6.8,1
Jason Cermak,2.6,1
Jason Clarke,6.62,5
Jason Cope,6.949999999999999,2
Jason Davis,6.6,1
Jason Dundas,4.7,1
Jason Earles,6.0,1
Jason Evers,4.4,1
Jason Flemyng,5.983333333333333,6
Jason Fuchs,5.3,1
Jason Gray-Stanford,5.7,1
Jason Harris,5.3,1
Jason Isaacs,6.133333333333334,9
Jason Jones,6.5,1
Jason Kravitz,7.0,1
Jason Lee,6.086666666666667,15
Jason Lewis,5.9,2
Jason London,6.075,4
Jason Marsden,6.8,1
Jason Mewes,6.3875,8
Jason Miller,7.5,1
Jason Mitchell,7.7,1
Jason Momoa,5.45,2
Jason O'Mara,5.3,1
Jason Patric,5.8999999999999995,6
Jason Presson,6.3,1
Jason Priestley,5.85,2
Jason Regier,3.5,1
Jason Ritter,5.633333333333333,3
Jason Robards,6.214285714285714,7
Jason Schwartzman,6.525,8
Jason Scott Lee,5.533333333333334,3
Jason Segel,5.925,12
Jason Spevack,6.2,2
Jason Statham,6.120833333333334,24
Jason Sudeikis,6.199999999999999,9
Jason Tobin,6.0,2
Jason Trost,4.35,2
Jason Watkins,0.0,1
Jason Weaver,5.0,1
Jason Yachanin,5.9,1
Jasper Newell,7.4,1
Jasper Polish,6.2,1
Javal Davis,6.6,1
Javed Jaffrey,6.7,1
Javed Sheikh,8.0,1
Javier Bardem,6.529999999999999,10
Javier Botet,5.7,2
Javier Godino,7.8,1
Jay Acovone,5.2,1
Jay Adams,7.2,1
Jay Baruchel,6.8,7
Jay Brannan,6.3,1
Jay Brazeau,6.7,1
Jay Chandrasekhar,5.833333333333333,3
Jay Chou,6.05,2
Jay Hernandez,5.6,5
Jay Klaitz,6.7,1
Jay McCarroll,6.0,1
Jay Mohr,5.74,5
Jay O. Sanders,6.0,2
Jay Paulson,4.9,1
Jay R. Ferguson,6.8,1
Jay Robinson,6.4,1
Jay Thomas,6.9,1
Jay Villiers,4.3,1
Jaya Bachchan,6.1,1
Jaycee Chan,5.0,1
Jaye Davidson,6.9,1
Jayma Mays,5.12,5
Jayson Blair,6.033333333333334,3
Jayvee Mai The Hiep,5.0,1
Jean Arthur,7.550000000000001,2
Jean Dujardin,7.199999999999999,2
Jean François Heckel,7.5,1
Jean Hagen,7.8,1
Jean Harlow,6.1,1
Jean Heywood,7.4,1
Jean L'Italien,6.9,1
Jean Marsh,6.7,1
Jean Michel Paré,5.8,1
Jean Peters,6.7,1
Jean Porter,7.0,1
Jean Reno,5.8500000000000005,12
Jean Seberg,6.2,1
Jean Shepherd,7.4,1
Jean Simmons,6.566666666666666,3
Jean Smart,5.775,4
Jean-Claude Bolle-Reddat,3.8,1
Jean-Claude Donda,7.3,1
Jean-Claude Van Damme,4.8999999999999995,12
Jean-François Balmer,6.4,1
Jean-Hugues Anglade,5.866666666666667,3
Jean-Louis Barrault,7.2,1
Jean-Louis Blondeau,7.5,1
Jean-Louis Trintignant,7.55,2
Jean-Marie Lamour,6.4,1
Jean-Michel Guerin,4.8,1
Jean-Paul Belmondo,7.15,2
Jean-Paul Bonnaire,7.5,1
Jean-Pierre Aumont,5.2,1
Jean-Pierre Marielle,6.8,1
Jeanette Hain,7.2,1
Jeanne Balibar,6.7,1
Jeanne Bates,7.5,1
Jeanne Crain,6.2,1
Jeanne Moreau,7.2,1
Jeanne Neilson,6.0,1
Jeanne Tripplehorn,6.133333333333333,3
Jeannetta Arnette,3.0,1
Jeannie Berlin,6.1,1
Jed Rowen,6.6,1
Jeff Anderson,6.900000000000001,3
Jeff Bennett,6.1,1
Jeff Branson,6.3,1
Jeff Bridges,6.409090909090909,22
Jeff Celentano,4.9,1
Jeff Clark,7.6,1
Jeff Conaway,7.2,1
Jeff Daniel Phillips,5.1,1
Jeff Daniels,6.364705882352942,17
Jeff Fahey,5.2,2
Jeff Garlin,6.366666666666667,3
Jeff Goldblum,5.941666666666666,12
Jeff Kober,5.2,1
Jeff LeBeau,7.4,1
Jeff Lima,6.5,1
Jeffrey Anderson-Gunter,5.3,1
Jeffrey Chyau,7.0,1
Jeffrey Combs,5.7,1
Jeffrey DeMunn,6.2,1
Jeffrey Dean Morgan,6.15,4
Jeffrey Donovan,5.833333333333333,3
Jeffrey Falcon,5.8,1
Jeffrey Garcia,5.6,1
Jeffrey Johnson,6.5,1
Jeffrey Jones,6.533333333333334,3
Jeffrey Kleiser,5.8,1
Jeffrey Kramer,5.9,1
Jeffrey Nordling,4.7,1
Jeffrey Rogers,5.7,1
Jeffrey Tambor,5.675,8
Jeffrey Watkins,5.0,1
Jeffrey Wright,6.163636363636363,11
Jeffrey Zekele,6.8,1
Jelena Nik,4.2,1
Jemaine Clement,5.8999999999999995,3
Jemima West,4.6,2
Jena Malone,6.6909090909090905,11
Jenica Bergere,6.8,1
Jenifer Lewis,5.533333333333334,3
Jenn Proske,4.2,1
